"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000619, 1, 0.000619, categorical_encoding:__choice__=''one_hot_encoding'', imputation:strategy=''mean'', preprocessor:__choice__=''no_preprocessing'', regressor:__choice__=''random_forest'', rescaling:__choice__=''standardize'', categorical_encoding:one_hot_encoding:use_minimum_fraction=''True'', regressor:random_forest:bootstrap=''True'', regressor:random_forest:criterion=''mse'', regressor:random_forest:max_depth=''None'', regressor:random_forest:max_features='1.0', regressor:random_forest:max_leaf_nodes=''None'', regressor:random_forest:min_impurity_decrease='0.0', regressor:random_forest:min_samples_leaf='1', regressor:random_forest:min_samples_split='2', regressor:random_forest:min_weight_fraction_leaf='0.0', regressor:random_forest:n_estimators='100', categorical_encoding:one_hot_encoding:minimum_fraction='0.01'
0.292209, 0.035758, 0.305141, 1, 0.012932, categorical_encoding:__choice__=''one_hot_encoding'', imputation:strategy=''mean'', preprocessor:__choice__=''no_preprocessing'', regressor:__choice__=''random_forest'', rescaling:__choice__=''standardize'', categorical_encoding:one_hot_encoding:use_minimum_fraction=''True'', regressor:random_forest:bootstrap=''True'', regressor:random_forest:criterion=''mse'', regressor:random_forest:max_depth=''None'', regressor:random_forest:max_features='1.0', regressor:random_forest:max_leaf_nodes=''None'', regressor:random_forest:min_impurity_decrease='0.0', regressor:random_forest:min_samples_leaf='1', regressor:random_forest:min_samples_split='2', regressor:random_forest:min_weight_fraction_leaf='0.0', regressor:random_forest:n_estimators='100', categorical_encoding:one_hot_encoding:minimum_fraction='0.01'
